description,has_short_company_profile,company_profile,requirements,benefits,has_company_logo,low_required_education,has_questions,telecommuting,has_short_requirements,money_in_title,money_in_desc,cons_punc_des,fraudulent
130,1,1,1,1,0,0,0,0,1,0,0,0,1
93,1,1,65,75,0,0,0,0,0,0,0,0,1
48,1,1,8,1,0,0,0,0,1,0,0,0,0
155,1,1,45,34,0,0,1,0,0,0,0,0,1
124,1,1,104,8,0,0,0,0,0,0,0,0,1
155,0,58,19,1,1,0,0,0,0,0,0,0,0
329,0,46,226,1,1,0,0,0,0,0,0,0,1
84,1,1,8,9,0,0,0,0,1,0,1,0,1
170,0,122,75,21,1,1,0,0,0,0,0,0,1
217,0,183,188,107,1,0,1,0,0,0,0,0,1
75,1,1,1,1,0,0,0,0,1,0,1,0,1
198,0,151,1,1,1,0,1,0,1,0,0,0,0
172,1,1,1,1,0,0,0,0,1,0,0,0,1
129,1,1,114,8,0,0,1,0,0,0,0,0,0
45,1,1,30,1,0,0,1,0,0,0,0,0,0
159,0,180,163,18,1,1,1,1,0,0,0,0,0
143,1,1,69,1,0,0,0,0,0,0,0,0,1
165,0,381,187,118,1,0,1,0,0,0,0,0,1
356,0,88,280,1,1,1,0,0,0,0,0,0,0
125,1,1,55,10,0,0,0,0,0,0,0,0,1
193,1,1,75,99,1,0,0,0,0,0,0,0,0
383,0,381,232,74,1,0,1,0,0,0,0,0,1
87,1,1,1,1,0,0,1,0,1,0,1,0,1
207,0,34,130,112,1,0,1,0,0,0,0,0,0
176,1,1,1,171,0,0,0,0,1,0,1,0,1
112,0,183,138,105,1,0,1,0,0,0,0,0,1
111,0,18,39,9,1,0,1,0,0,0,1,0,0
256,0,348,378,45,1,0,1,0,0,0,0,0,0
134,0,42,218,1,1,0,0,0,0,0,0,0,0
334,0,381,204,1,1,0,1,0,0,0,0,0,1
115,0,361,304,255,1,0,1,0,0,0,0,0,1
157,1,1,26,1,0,1,0,0,0,0,0,0,1
338,0,309,60,71,1,0,1,0,0,0,0,0,0
166,0,46,101,1,1,0,0,0,0,0,0,0,1
108,0,279,129,47,1,0,1,0,0,0,0,0,0
100,0,18,40,9,1,0,1,0,0,0,1,0,0
368,1,1,91,1,0,0,0,0,0,0,0,0,1
114,0,26,78,64,1,0,1,0,0,0,0,0,0
268,1,1,39,144,0,0,0,0,0,0,0,0,0
71,1,1,59,59,0,1,0,0,0,0,0,0,1
300,1,1,116,1,0,0,0,0,0,0,0,0,0
219,1,1,1,1,0,0,0,0,1,0,0,0,1
110,0,18,26,9,1,0,1,0,0,0,1,0,0
231,0,381,226,1,1,0,1,0,0,0,0,0,1
455,0,36,250,222,1,0,1,0,0,0,0,0,1
205,0,89,82,101,1,0,0,0,0,0,0,0,0
54,1,1,167,1,1,0,0,0,0,0,0,0,0
65,1,1,19,25,0,0,0,0,0,0,1,0,1
224,0,264,129,62,1,0,0,0,0,0,0,0,0
110,0,18,26,9,1,0,1,0,0,0,1,0,0
69,0,84,200,90,1,0,0,0,0,0,0,0,0
26,0,55,118,1,1,0,0,0,0,0,0,0,0
185,1,1,267,1,0,0,1,0,0,0,0,0,1
84,1,1,100,62,0,1,0,0,0,0,1,0,1
41,0,109,63,1,1,0,0,0,0,0,0,0,0
166,0,46,101,1,1,0,0,0,0,0,0,0,1
595,1,1,1,1,0,0,0,0,1,0,0,0,1
220,0,246,108,222,1,0,0,0,0,0,0,0,0
165,1,1,9,15,0,1,0,0,1,0,1,0,1
83,1,1,152,92,1,0,1,0,0,0,0,0,1
937,1,1,101,1,0,0,0,0,0,0,0,0,1
148,0,66,1,1,1,0,0,0,1,0,0,0,0
140,0,99,125,171,1,0,0,0,0,0,0,0,0
417,1,1,40,48,0,0,1,0,0,0,0,1,1
191,0,92,65,239,1,0,1,0,0,0,0,0,0
48,1,1,64,1,0,0,0,0,0,0,0,0,1
57,0,152,108,1,1,0,0,0,0,0,0,0,0
334,0,180,258,141,1,0,1,0,0,0,0,0,1
407,0,177,164,108,1,0,1,0,0,0,0,1,0
171,1,1,56,38,0,0,0,0,0,0,0,0,1
49,0,84,26,16,1,1,0,1,0,0,0,0,1
24,0,100,34,21,1,1,0,1,0,0,0,0,1
83,1,1,116,1,1,0,0,0,0,0,0,0,0
53,1,1,251,88,0,0,0,0,0,0,0,0,1
246,0,120,210,163,1,0,1,0,0,0,0,0,0
54,1,1,218,38,0,0,0,0,0,0,0,0,1
48,0,84,42,11,1,1,0,1,0,0,0,0,1
86,0,186,1,1,1,0,0,0,1,0,0,1,0
682,1,1,134,1,0,0,0,0,0,0,0,0,1
110,0,18,26,9,1,0,1,0,0,0,1,0,0
8930,0,348,4432,4404,1,0,0,0,0,0,0,0,0
112,1,1,1,1,0,0,0,0,1,0,0,0,1
368,0,88,216,1,1,1,0,0,0,0,0,0,0
208,0,750,121,254,1,0,0,0,0,0,0,0,0
106,0,46,118,62,1,0,0,0,0,0,0,0,0
110,0,18,26,9,1,0,1,0,0,0,1,0,0
222,0,167,190,1,1,0,0,1,0,0,0,0,0
177,0,233,124,55,1,0,1,0,0,0,0,0,0
368,0,85,283,248,1,0,0,0,0,0,0,0,0
28,1,1,1,7,0,0,0,0,1,0,0,0,1
176,0,395,164,15,1,0,1,0,0,0,0,0,0
94,0,46,173,1,1,0,0,0,0,0,0,0,0
79,1,1,11,1,0,0,1,0,0,0,0,0,1
59,0,185,805,13,1,0,0,0,0,0,0,0,1
178,0,279,258,1,1,0,1,0,0,0,0,0,0
145,0,158,123,74,1,0,0,0,0,0,0,0,0
131,0,362,217,1,1,0,0,0,0,0,0,0,0
83,1,1,93,44,0,0,0,0,0,0,0,0,0
156,0,108,112,1,1,0,1,0,0,0,0,0,0
124,0,37,1,1,1,0,1,0,1,0,0,0,0
490,1,1,53,1,0,0,0,0,0,0,0,0,1
124,1,1,104,8,0,0,0,0,0,0,0,0,1
199,0,110,73,121,1,1,1,0,0,0,0,0,0
173,0,88,150,1,1,1,0,0,0,0,0,0,0
102,1,1,40,33,0,0,0,0,0,0,0,0,1
485,0,30,1,1,0,0,0,0,1,0,0,0,0
181,0,142,65,1,1,0,1,0,0,0,0,0,0
165,0,381,187,118,1,0,1,0,0,0,0,0,1
267,0,30,283,1,0,0,0,0,0,0,0,0,0
478,0,209,209,69,1,0,1,0,0,0,0,0,0
186,0,88,103,1,1,1,0,0,0,0,0,0,0
140,1,1,67,1,0,1,1,0,0,0,0,0,1
363,1,1,1,1,0,0,0,0,1,0,0,0,1
148,0,86,91,155,1,0,1,0,0,0,0,0,0
319,0,46,232,1,1,0,0,0,0,0,0,0,1
227,0,54,63,30,1,1,1,0,0,0,0,0,0
504,0,214,135,57,1,0,0,0,0,0,0,0,0
46,0,21,93,1,1,0,1,0,0,0,0,0,0
204,1,1,209,13,0,0,0,0,0,0,0,0,0
170,1,1,49,1,0,1,1,0,0,0,0,0,1
178,0,90,131,180,1,0,1,0,0,0,0,0,0
129,0,50,60,1,1,0,0,0,0,0,0,0,0
88,0,79,300,1,1,1,1,0,0,0,0,0,0
91,1,1,38,1,0,0,0,1,0,0,1,0,1
75,1,1,1,1,0,0,0,0,1,0,1,0,1
417,1,1,40,48,0,0,1,0,0,0,0,1,1
301,1,1,154,1,0,0,0,0,0,0,0,0,1
59,0,41,268,84,1,0,1,0,0,0,0,0,0
374,1,1,44,29,0,0,0,0,0,0,0,1,1
277,0,658,384,212,1,0,1,0,0,0,1,0,0
125,1,1,55,10,0,0,0,0,0,0,0,0,1
418,0,81,59,55,1,0,1,0,0,0,0,0,0
355,0,145,230,56,1,0,1,0,0,0,0,0,0
97,1,1,39,129,0,0,0,0,0,1,1,0,1
129,1,1,8,1,0,0,0,1,1,0,0,0,1
233,0,104,1,1,1,0,1,0,1,0,0,0,0
88,1,1,155,1,0,0,0,0,0,0,0,0,0
176,0,86,250,77,1,0,1,1,0,0,0,0,0
124,1,1,104,8,0,0,0,0,0,0,0,0,1
71,1,1,1,1,0,0,0,0,1,0,0,0,1
314,0,156,209,356,1,0,1,0,0,0,0,0,1
140,1,1,67,1,0,1,1,0,0,0,0,0,1
319,0,46,232,1,1,0,0,0,0,0,0,0,1
376,0,92,101,193,1,1,0,0,0,0,0,0,0
97,1,1,39,116,0,0,0,0,0,1,1,0,1
739,1,1,130,1,0,0,0,0,0,0,0,0,1
30,0,15,1,1,1,0,1,0,1,0,0,0,0
67,0,145,25,54,1,0,0,0,0,0,0,0,0
247,0,42,515,94,1,1,1,0,0,0,1,0,0
265,0,361,170,94,1,0,1,0,0,0,0,0,1
67,0,145,340,30,1,0,0,0,0,0,0,0,0
170,1,1,76,31,0,0,0,0,0,0,0,0,1
23,0,30,330,1,0,0,0,0,0,0,0,0,0
964,1,1,58,1,0,0,0,0,0,0,0,0,1
91,1,1,8,10,0,0,0,0,1,0,1,0,1
113,0,40,64,1,1,0,1,0,0,0,0,0,0
74,0,22,122,15,1,0,0,0,0,0,0,0,0
188,1,1,94,75,0,0,0,1,0,0,0,0,1
168,0,53,14,9,1,0,1,0,0,0,0,0,1
417,1,1,40,48,0,0,0,0,0,0,0,1,1
119,0,93,138,26,1,1,1,0,0,0,0,0,1
93,0,147,154,24,1,0,1,0,0,0,0,0,0
319,0,86,32,1,1,0,1,1,0,0,0,0,0
171,1,1,56,38,0,0,0,0,0,0,0,0,1
87,1,1,8,1,0,0,0,0,1,0,1,0,1
205,0,88,249,1,1,1,0,0,0,0,0,0,0
119,0,196,111,1,1,0,1,0,0,0,0,0,0
100,0,82,34,30,1,0,1,1,0,0,1,0,1
73,1,1,19,97,0,0,0,0,0,0,1,0,1
427,1,1,1,1,0,0,0,0,1,0,0,0,1
267,0,104,1,1,1,0,1,0,1,0,0,1,0
136,0,49,69,1,1,0,0,0,0,0,0,0,0
73,1,1,19,97,0,0,0,0,0,0,1,0,1
536,0,441,53,101,1,0,0,0,0,0,0,0,0
186,0,99,162,205,1,0,0,0,0,0,0,0,0
741,1,1,182,115,0,0,1,0,0,0,0,0,1
411,1,1,1,1,0,0,0,0,1,0,0,0,1
447,0,12,73,37,1,0,0,0,0,0,0,1,0
166,0,86,187,83,1,0,0,1,0,0,0,0,0
172,0,137,177,1,1,0,0,0,0,0,0,0,0
261,0,112,178,1,1,0,1,0,0,0,0,0,1
69,0,343,225,31,1,0,0,0,0,0,0,0,0
84,0,92,78,38,1,0,1,0,0,0,0,0,0
50,1,1,1,1,0,0,0,0,1,0,0,0,1
519,1,1,1,1,0,0,1,0,1,0,0,0,0
70,0,82,21,1,1,0,0,0,0,0,1,0,1
22,0,254,913,1,1,0,1,0,0,0,0,0,0
139,1,1,531,40,0,0,0,1,0,0,0,0,0
116,0,145,68,38,1,0,0,0,0,0,0,0,0
275,0,348,153,29,1,0,0,0,0,0,0,0,0
54,1,1,218,38,0,0,0,0,0,0,0,0,1
63,1,1,11,1,0,0,0,0,0,0,1,0,1
403,0,94,209,29,1,0,1,0,0,0,0,0,0
60,1,1,47,1,0,0,0,0,0,0,0,0,1
22,1,1,8,54,0,0,0,0,1,0,0,0,1
67,0,112,245,32,0,0,0,0,0,0,0,0,0
83,0,75,167,56,1,0,0,0,0,0,0,0,0
97,0,86,68,68,1,1,0,0,0,1,0,0,1
608,0,93,391,9,1,1,1,0,0,0,0,0,1
303,1,1,71,109,0,0,0,0,0,0,0,1,1
90,1,1,45,23,0,0,0,1,0,0,0,0,1
110,0,18,26,9,1,0,1,0,0,0,1,0,0
144,0,48,214,108,1,0,0,0,0,0,0,0,0
205,0,78,148,116,1,0,1,1,0,0,0,0,0
597,1,1,292,1,0,0,0,0,0,0,0,0,1
10,1,1,14,8,0,0,1,0,0,0,0,0,1
305,0,199,221,1,1,0,0,0,0,0,0,0,0
269,1,1,329,13,0,0,0,0,0,0,0,0,1
223,0,381,138,1,1,0,1,0,0,0,1,0,1
157,0,105,1,1,1,0,0,0,1,0,0,0,0
58,1,1,442,38,1,0,1,0,0,0,0,0,0
84,1,1,100,62,0,1,0,0,0,0,1,0,1
91,1,1,8,10,0,0,0,0,1,0,1,0,1
65,0,12,297,1,1,0,0,0,0,0,0,0,0
477,0,105,36,54,1,0,1,0,0,0,0,0,0
79,1,1,95,30,0,0,0,0,0,0,0,0,1
147,1,1,101,50,0,1,0,0,0,0,0,0,1
104,1,1,113,28,0,1,1,1,0,0,0,0,1
228,0,156,226,356,1,0,0,0,0,0,0,0,1
103,0,46,122,62,1,0,0,0,0,0,0,0,0
272,0,76,167,1,1,0,1,0,0,0,0,0,0
143,0,82,80,1,1,0,0,0,0,0,0,0,0
368,1,1,91,1,0,0,0,0,0,0,0,0,1
173,0,66,193,78,1,0,0,0,0,0,0,0,0
97,0,86,68,53,1,1,0,0,0,1,0,0,1
330,0,290,1,1,1,0,0,0,1,0,0,0,0
597,1,1,292,1,0,0,0,0,0,0,0,0,1
87,1,1,188,87,0,0,1,0,0,0,0,0,1
185,0,30,1,1,0,0,0,0,1,0,0,0,0
267,0,46,307,65,1,0,1,0,0,0,0,0,0
217,0,183,188,107,1,0,1,0,0,0,0,0,1
121,0,155,197,181,1,0,1,0,0,0,0,0,1
373,0,88,251,1,1,1,0,0,0,0,0,0,0
459,0,101,96,1,1,0,0,0,0,0,0,0,0
157,0,142,109,1,1,0,1,0,0,0,0,0,0
138,0,348,302,56,1,0,1,0,0,0,0,0,0
55,1,1,66,1,0,0,0,0,0,0,0,0,1
97,1,1,39,116,0,0,0,0,0,1,1,0,1
308,0,46,160,86,1,0,0,0,0,0,0,0,1
236,0,26,222,127,1,0,1,0,0,0,0,0,0
75,0,132,101,1,1,0,1,0,0,0,0,0,0
305,0,88,235,1,1,1,0,0,0,0,0,0,0
58,0,152,185,1,1,0,0,0,0,0,0,0,0
97,1,1,39,116,0,0,0,0,0,1,1,0,1
217,0,96,195,1,1,0,1,0,0,0,0,0,0
234,1,1,48,63,0,1,1,0,0,0,0,0,1
148,0,61,65,73,1,0,0,0,0,0,0,0,0
163,0,57,50,89,1,0,1,0,0,0,0,0,0
404,0,88,220,1,1,1,0,0,0,0,0,0,0
206,0,239,47,126,1,0,1,0,0,0,1,0,0
239,0,70,136,1,1,0,1,0,0,0,0,1,0
327,0,87,156,51,1,0,0,0,0,0,0,0,0
128,0,15,78,1,1,0,1,0,0,0,0,0,0
124,1,1,104,8,0,0,0,0,0,0,0,0,1
124,1,1,104,8,0,0,0,0,0,0,0,0,1
414,0,162,88,96,1,0,1,0,0,0,0,0,0
310,0,40,309,67,1,0,1,0,0,0,0,0,0
58,0,152,185,1,1,0,0,0,0,0,0,0,0
83,1,1,39,48,0,0,1,0,0,0,0,0,0
115,0,361,304,255,1,0,1,0,0,0,0,0,1
367,0,367,225,155,1,0,1,0,0,0,0,0,0
159,0,381,445,269,1,0,1,0,0,0,0,0,1
88,1,1,8,1,0,0,0,0,1,0,1,0,1
296,0,88,184,1,1,1,0,0,0,0,0,0,0
127,1,1,61,1,0,0,0,0,0,0,0,0,1
109,0,78,86,15,1,0,1,0,0,0,0,0,0
443,0,279,389,1,1,0,0,0,0,0,0,0,0
233,0,348,153,23,1,0,1,0,0,0,0,0,0
157,0,25,69,1,1,0,0,0,0,0,0,0,0
162,0,192,138,384,1,0,1,0,0,0,0,0,0
124,1,1,104,8,0,0,0,0,0,0,0,0,1
390,0,264,1,30,1,0,0,0,1,0,1,0,0
73,1,1,19,97,0,0,0,0,0,0,1,0,1
79,1,1,49,84,0,0,1,0,0,0,0,0,0
199,0,46,76,1,1,0,1,0,0,0,0,0,0
246,0,46,81,1,1,0,1,0,0,0,1,0,0
80,0,351,122,1,1,0,1,0,0,0,0,0,0
9,1,1,1,1,0,0,0,0,1,0,0,0,1
480,1,1,119,1,0,0,0,0,0,0,0,0,1
97,1,1,39,116,0,0,0,0,0,1,1,0,1
122,0,107,217,1,1,0,0,0,0,0,0,0,1
97,1,1,39,129,0,0,0,0,0,1,1,0,1
309,0,367,173,140,1,0,1,0,0,0,0,0,0
312,1,1,67,1,0,0,0,0,0,0,0,0,1
467,1,1,1,50,0,1,0,0,1,0,0,0,0
169,0,121,216,101,1,0,1,1,0,0,0,0,0
66,0,219,309,159,0,0,1,0,0,0,0,0,1
142,1,1,117,27,1,0,1,0,0,1,0,0,1
165,1,1,132,56,0,0,0,0,0,0,0,0,1
283,0,117,345,1,1,0,1,0,0,0,0,0,0
146,1,1,226,1,0,0,0,0,0,0,0,0,1
142,0,104,1,1,1,0,1,0,1,0,0,0,0
242,0,48,263,101,1,0,0,0,0,0,0,0,0
137,0,88,147,1,1,1,0,0,0,0,0,0,0
302,0,40,357,1,0,0,0,0,0,0,0,0,0
324,1,1,212,1,0,0,0,0,0,0,0,0,0
97,1,1,39,129,0,0,0,0,0,1,1,0,1
97,1,1,39,129,0,0,0,0,0,1,1,0,1
444,0,126,9,20,1,1,1,0,1,0,0,0,1
417,1,1,40,48,0,0,1,0,0,0,0,1,1
108,1,1,53,15,0,0,0,0,0,0,0,0,1
351,1,1,1,1,0,0,0,0,1,0,0,0,1
91,1,1,38,1,0,0,0,1,0,0,1,0,1
129,0,27,68,49,1,1,1,0,0,0,0,0,0
87,1,1,215,33,0,1,0,0,0,0,0,0,1
992,0,241,1,1,1,0,0,0,1,0,1,1,0
93,1,1,65,75,0,0,0,0,0,0,0,0,1
88,1,1,10,1,0,0,1,0,0,0,0,0,1
772,1,1,151,105,0,0,0,0,0,0,0,0,0
93,1,1,47,31,0,0,1,1,0,0,0,0,0
48,1,1,94,31,0,0,0,0,0,0,0,0,1
152,1,1,152,152,0,0,1,0,0,0,0,0,1
129,0,99,157,210,1,0,0,0,0,0,0,0,0
265,0,88,173,1,1,1,0,0,0,0,0,0,0
249,0,54,303,67,1,0,1,0,0,0,0,0,0
183,0,149,116,55,1,0,1,0,0,0,0,0,0
412,0,61,161,1,1,0,1,0,0,0,0,0,0
223,1,1,243,22,0,0,1,0,0,0,0,0,1
303,0,244,87,63,1,0,1,0,0,0,0,1,0
331,1,1,470,1,0,0,1,0,0,0,0,1,1
118,0,343,271,49,1,0,0,0,0,0,0,0,0
265,0,361,170,94,1,0,1,0,0,0,0,0,1
270,1,1,79,14,0,0,1,0,0,0,0,0,1
265,1,1,1,1,0,0,0,0,1,0,0,0,1
218,0,66,120,139,1,0,1,0,0,0,0,0,0
120,1,1,120,1,0,0,1,0,0,0,1,1,1
87,1,1,215,33,0,1,0,0,0,0,0,0,1
426,0,361,216,219,1,0,1,0,0,0,0,0,1
57,0,287,162,227,1,0,1,0,0,0,0,0,0
219,1,1,1,1,0,0,0,0,1,0,0,0,1
27,1,1,149,66,1,0,1,1,0,0,0,0,0
59,1,1,59,98,0,1,0,0,0,0,0,0,1
153,0,78,97,107,1,0,0,0,0,0,0,0,0
440,0,169,66,114,1,0,1,0,0,0,0,0,0
585,0,145,1,1,1,0,0,0,1,0,0,0,0
247,0,46,146,85,1,0,0,0,0,0,0,0,1
52,0,123,56,21,1,0,0,0,0,0,0,0,1
351,1,1,1,1,0,0,0,0,1,0,0,0,1
171,1,1,56,38,0,0,0,0,0,0,0,0,1
300,0,88,183,1,1,1,0,0,0,0,0,0,0
159,1,1,9,16,0,1,1,0,1,0,0,0,1
219,0,38,198,100,1,0,1,1,0,0,0,0,0
25,0,69,105,1,1,0,0,0,0,0,0,0,1
284,0,81,115,181,1,0,1,0,0,0,0,0,0
396,1,1,127,1,0,0,0,0,0,0,0,0,1
516,0,97,174,1,1,0,1,0,0,0,0,0,0
297,0,30,430,1,0,0,0,0,0,0,0,0,0
49,0,51,550,76,0,0,0,0,0,0,0,0,0
110,0,18,26,9,1,0,1,0,0,0,1,0,0
143,0,93,81,14,1,1,1,0,0,0,0,0,1
132,0,94,124,30,1,1,1,0,0,0,0,0,1
77,1,1,1,1,0,0,0,0,1,0,0,0,1
93,1,1,65,75,0,0,0,0,0,0,0,0,1
69,1,1,23,14,0,0,0,0,0,0,0,0,1
169,0,143,51,33,0,1,0,0,0,0,0,0,1
384,1,1,43,37,0,0,0,0,0,0,0,0,1
279,0,71,83,39,1,0,0,0,0,0,0,0,0
219,1,1,1,1,0,0,0,0,1,0,0,0,1
417,1,1,40,48,0,0,1,0,0,0,0,1,1
219,1,1,1,1,0,0,0,0,1,0,0,0,1
100,1,1,315,1,0,0,1,0,0,0,0,0,0
211,0,30,1,1,0,0,0,0,1,0,0,0,0
184,0,214,265,57,1,0,1,1,0,0,0,0,0
44,1,1,35,15,0,0,0,0,0,0,0,0,0
111,0,57,90,20,1,0,1,0,0,0,0,0,0
177,0,28,89,1,1,1,1,0,0,0,0,0,0
124,1,1,104,8,0,0,0,0,0,0,0,0,1
72,0,48,94,57,1,0,0,0,0,0,0,0,0
127,0,107,102,39,1,0,0,0,0,0,0,0,0
202,0,339,165,212,1,0,1,0,0,0,0,0,0
114,0,18,27,9,1,0,0,0,0,0,1,0,0
727,0,46,92,37,1,0,0,0,0,0,0,0,1
91,1,1,38,1,0,0,0,1,0,0,1,0,1
369,0,213,105,35,1,0,1,0,0,0,0,0,0
149,0,319,53,69,1,0,0,0,0,0,0,0,0
210,0,94,54,38,1,1,1,0,0,0,0,0,1
195,0,49,38,57,0,1,0,0,0,0,1,0,0
402,0,537,863,696,1,0,1,0,0,0,0,1,0
88,1,1,23,1,0,1,0,0,0,0,1,0,0
162,0,200,222,1,1,0,1,0,0,0,0,0,0
68,1,1,1,1,1,0,1,0,1,0,0,0,0
97,1,1,39,129,0,0,0,0,0,1,1,0,1
109,0,151,78,1,1,0,0,0,0,0,0,0,0
73,1,1,19,97,0,0,0,0,0,0,1,0,1
609,0,132,111,1,1,0,1,0,0,0,0,0,0
444,0,96,158,19,1,0,1,0,0,0,0,0,0
234,0,120,36,144,1,0,1,0,0,0,1,0,0
172,0,93,126,30,1,1,1,0,0,0,0,0,1
182,0,123,132,150,1,0,1,0,0,0,0,0,0
91,1,1,38,1,0,0,0,1,0,0,1,0,1
301,0,93,79,52,1,1,1,0,0,0,0,0,1
97,0,86,68,68,1,1,0,0,0,1,0,0,1
142,1,1,1,1,1,0,0,0,1,0,0,0,0
355,0,309,298,156,1,0,1,0,0,0,1,0,0
97,0,86,68,68,1,1,0,0,0,1,0,0,1
104,0,73,234,31,1,0,0,0,0,0,0,0,0
21,0,239,33,58,1,0,1,0,0,0,0,0,0
124,0,231,103,1,1,0,1,0,0,0,0,0,0
271,0,152,170,1,1,0,0,0,0,0,0,0,0
75,0,69,254,1,1,0,0,0,0,0,0,0,0
51,1,1,100,1,0,0,0,0,0,0,0,0,1
130,1,1,1,1,0,0,0,0,1,0,0,0,1
126,1,1,74,1,0,1,0,0,0,0,0,0,1
207,1,1,127,117,0,1,0,1,0,0,0,0,1
231,0,84,118,86,1,0,0,0,0,0,0,0,0
187,1,1,1,1,0,0,0,0,1,0,1,0,1
331,1,1,1,1,1,0,1,0,1,0,0,0,0
144,0,120,188,78,1,0,1,0,0,0,0,0,0
171,1,1,1,1,0,0,0,0,1,0,0,0,1
454,0,46,158,34,1,0,0,0,0,0,0,0,1
210,0,90,142,182,1,0,1,0,0,0,0,0,0
116,0,55,138,1,1,0,0,0,0,0,0,0,0
366,0,88,272,1,1,1,0,0,0,0,0,0,0
59,0,185,805,13,1,0,0,0,0,0,0,0,1
308,0,69,227,1,1,0,0,0,0,0,0,0,0
168,1,1,196,1,0,0,0,0,0,0,0,0,1
417,1,1,40,48,0,0,1,0,0,0,0,1,1
251,0,116,211,137,1,0,1,0,0,0,0,1,0
191,0,90,105,109,1,0,0,0,0,0,0,1,0
50,1,1,1,1,0,0,0,0,1,0,0,0,1
169,0,93,234,122,1,1,1,0,0,0,0,0,1
166,0,46,101,1,1,0,0,0,0,0,0,0,1
417,1,1,40,48,0,0,1,0,0,0,0,1,1
97,1,1,39,116,0,0,0,0,0,1,1,0,1
418,0,180,135,1,1,0,1,0,0,0,0,0,0
100,0,16,51,40,1,0,1,1,0,0,0,0,0
313,0,441,189,156,1,0,0,0,0,0,1,0,0
231,0,243,1,1,1,0,0,0,1,0,0,0,0
446,0,54,1,182,1,0,1,0,1,0,0,0,0
115,1,1,76,88,0,0,0,0,0,0,0,0,1
287,0,707,147,63,1,0,1,0,0,0,0,0,0
259,0,30,351,1,0,0,0,0,0,0,0,0,0
213,0,80,46,298,1,0,0,0,0,0,1,0,0
75,0,56,1,20,1,0,1,0,1,0,0,0,0
610,0,30,257,1,0,0,0,0,0,0,0,0,0
91,1,1,38,1,0,0,0,1,0,0,1,0,1
59,1,1,59,98,0,1,0,0,0,0,0,0,1
235,0,116,146,138,1,0,1,0,0,0,0,1,0
723,0,154,62,247,1,0,1,0,0,0,0,0,0
50,1,1,1,1,0,0,0,0,1,0,0,0,1
431,0,94,312,54,1,1,1,0,0,0,0,0,1
137,0,93,76,34,1,1,1,0,0,0,0,0,1
113,0,279,146,47,1,0,1,0,0,0,0,0,0
92,1,1,159,28,0,0,0,0,0,0,0,0,1
19,1,1,134,82,0,0,0,0,0,0,0,0,1
469,1,1,269,1,0,0,0,0,0,0,0,0,1
97,1,1,39,78,0,0,0,0,0,1,1,0,1
351,1,1,193,19,0,0,0,0,0,0,0,0,1
234,0,156,107,478,1,0,1,0,0,0,0,0,1
163,0,51,163,53,1,0,0,0,0,0,0,0,0
220,0,93,185,49,1,1,1,0,0,0,0,0,1
384,1,1,43,37,0,0,0,0,0,0,0,0,1
587,0,118,67,29,1,0,1,0,0,0,0,0,0
30,0,43,311,1,1,1,0,0,0,0,0,0,1
94,1,1,120,101,0,1,0,0,0,0,0,0,1
84,1,1,8,1,0,0,0,0,1,0,1,0,1
159,0,381,445,269,1,0,1,0,0,0,0,0,1
56,0,54,68,96,1,0,1,0,0,0,0,0,0
201,0,190,69,67,1,0,1,0,0,0,0,0,0
65,0,192,111,51,0,0,1,0,0,0,0,0,0
608,0,93,391,9,1,1,1,0,0,0,0,0,1
143,1,1,34,12,1,0,0,0,0,0,0,0,0
161,0,142,110,1,1,0,0,0,0,0,0,0,0
528,0,57,143,1,1,0,1,0,0,0,0,0,1
203,1,1,10,1,1,1,0,0,0,0,1,0,1
161,1,1,1,1,0,0,0,0,1,0,0,0,1
321,0,112,304,67,1,0,1,0,0,0,0,0,0
53,0,59,265,100,1,0,1,0,0,0,0,0,0
358,0,88,210,1,1,1,0,0,0,0,0,0,0
212,1,1,97,37,0,0,0,0,0,0,0,0,1
104,1,1,119,28,0,0,0,0,0,0,0,0,1
232,0,211,106,26,1,0,0,0,0,0,0,1,0
294,0,198,177,1,1,0,1,0,0,0,0,0,0
104,1,1,119,28,0,0,0,0,0,0,0,0,1
417,1,1,40,48,0,0,1,0,0,0,0,1,1
110,0,18,26,9,1,0,1,0,0,0,1,0,0
354,0,21,273,85,1,0,1,0,0,0,0,0,0
402,0,110,1,1,1,0,0,0,1,0,0,1,0
54,1,1,268,1,0,0,0,0,0,0,0,0,1
122,0,107,217,1,1,0,0,0,0,0,0,0,1
173,1,1,205,1,1,0,0,0,0,0,0,0,0
83,1,1,157,92,1,0,1,0,0,0,0,1,1
8,1,1,8,8,0,0,0,0,1,0,0,0,1
169,1,1,32,62,0,0,0,0,0,0,0,0,1
506,0,157,217,217,1,1,1,0,0,0,0,0,1
112,0,136,21,8,1,1,1,0,0,0,0,0,0
732,1,1,130,1,0,0,0,0,0,0,0,0,1
176,1,1,1,171,0,0,0,0,1,0,1,0,1
198,1,1,25,1,0,0,1,0,0,0,1,0,1
415,0,94,200,11,1,1,1,0,0,0,1,0,1
326,0,44,133,1,1,1,0,0,0,0,0,0,1
97,1,1,39,116,0,0,0,0,0,1,1,0,1
213,1,1,86,84,0,0,0,0,0,0,0,0,0
604,0,132,94,1,1,0,1,0,0,0,0,0,0
143,0,93,81,14,1,1,1,0,0,0,0,0,1
43,1,1,1,1,0,0,0,0,1,0,0,0,1
